"id","group_id","code","name","barcode","created_at","updated_at"
"18","2",NULL,"MR.MUSLE REFF LAVENDER 440 ML","8992779254307","2022-08-03 14:17:40","2022-08-03 14:17:40"
"19","3",NULL,"SHP CLEAR COMPLETE SOFT CARE SCT 9 G","8999999529819","2022-08-03 14:17:40","2022-08-03 14:17:40"
"20","2",NULL,"MOLTO EDP ELEGANT SC 10 ML","8999999571887","2022-08-03 14:17:40","2022-08-03 14:17:40"
"21","2",NULL,"CIF CREAM LEMON 660 GR","8999999543594","2022-08-03 14:17:40","2022-08-03 14:17:40"
"22","2",NULL,"CIF CREAM ORG 660 G","8999999543587","2022-08-03 14:17:40","2022-08-03 14:17:40"
"23","2",NULL,"WPC 600 ML","8998866804066","2022-08-03 14:17:40","2022-08-03 14:17:40"
"24","2",NULL,"BAYCLEAN 100 ML","8998899013015","2022-08-03 14:17:40","2022-08-03 14:17:40"
"25","3",NULL,"HOSANA SPONGE MANDI","8931458210258","2022-08-03 14:17:40","2022-08-03 14:17:40"
"26","2",NULL,"SCOTCH BRITE STAINLESS","8992806163411","2022-08-03 14:17:40","2022-08-03 14:17:40"
"27","2",NULL,"GENTLE GEN MORNING BREZZE 750 ML","8996001401187","2022-08-03 14:17:40","2022-08-03 14:17:40"
"28","2",NULL,"GENTLE GEN PARISIENNE GARDEN 750 ML","8996001401200","2022-08-03 14:17:40","2022-08-03 14:17:40"
"29","2",NULL,"DAIA VIOLET SCT 26 GR","8998866610254","2022-08-03 14:17:40","2022-08-03 14:17:40"
"30","2",NULL,"SOKLIN SOFTERGENT BLUE SCT 24 GR","8998866608572","2022-08-03 14:17:40","2022-08-03 14:17:40"
"31","2",NULL,"DAIA HIJAB SCT 53 GR","8998866618281","2022-08-03 14:17:40","2022-08-03 14:17:40"
"32","2",NULL,"BOOM DETERGENT KECIL 315 G","8998866608589","2022-08-03 14:17:40","2022-08-03 14:17:40"
"33","3",NULL,"CLEAN FACE MICELAR WATER NORMAL SKIN 100 ML","8999225908661","2022-08-03 14:17:40","2022-08-03 14:17:40"
"34","3",NULL,"BIORE FF ACNE CARE 40 GR","8992727004190","2022-08-03 14:17:40","2022-08-03 14:17:40"
"35","3",NULL,"KOJIE SAN GOATS MILK 65 G","8997024498123","2022-08-03 14:17:40","2022-08-03 14:17:40"
"36","3",NULL,"PURBASARI SABUN PUTIH 90 G","8999225908937","2022-08-03 14:17:40","2022-08-03 14:17:40"
"37","3",NULL,"PURBASARI BW BENGKOANG 90G","8999225902607","2022-08-03 14:17:40","2022-08-03 14:17:42"
"38","3",NULL,"PURBASARI SABUN MANDI EXTRA DAUN SIRIH  90 G","8999225902706","2022-08-03 14:17:40","2022-08-03 14:17:40"
"39","3",NULL,"MARINA BL BRIGHT AND FRESH 92ML","8999908010605","2022-08-03 14:17:40","2022-08-03 14:17:42"
"40","3",NULL,"MARINA HBL COLLAGEN  92 ML","8999908734709","2022-08-03 14:17:40","2022-08-03 14:17:40"
"41","3",NULL,"MARINA BL SMOOTH AND GLOW 95ML","8999908060808","2022-08-03 14:17:40","2022-08-03 14:17:42"
"42","3",NULL,"MARINA BL NAURISHED ANG HEALTHY 95ML","8999908060709","2022-08-03 14:17:40","2022-08-03 14:17:42"
"43","3",NULL,"PLACENTA HBL MULBERRY 500 ML","8992803993936","2022-08-03 14:17:40","2022-08-03 14:17:40"
"44","3",NULL,"PLACENTA HBL VITAMIN C  500 ML","8992803659849","2022-08-03 14:17:40","2022-08-03 14:17:40"
"45","3",NULL,"PLACENTA HBL SHEA BUTTER 500 ML","8992803658187","2022-08-03 14:17:40","2022-08-03 14:17:40"
"46","3",NULL,"MILANO HBL ROSE TEA 150 ML","8997014401645","2022-08-03 14:17:40","2022-08-03 14:17:40"
"47","3",NULL,"MILANO HBL GREEN TEA 150 ML","8997014401577","2022-08-03 14:17:40","2022-08-03 14:17:40"
"48","3",NULL,"MAMAYA RICEMILK SOAP 60 GR","8997214430025","2022-08-03 14:17:40","2022-08-03 14:17:40"
"49","3",NULL,"MAMAYA CUCUMBER SOAP 85 G","8997214430094","2022-08-03 14:17:40","2022-08-03 14:17:40"
"50","3",NULL,"COSMINA GOATS MILK 60 GR","8997214430391","2022-08-03 14:17:40","2022-08-03 14:17:40"
"51","3",NULL,"PAPAYA MAMAYA 70 GR","8997214430049","2022-08-03 14:17:40","2022-08-03 14:17:40"
"52","3",NULL,"PAPAYA MAMAYA BRIGHTENING 135 GR","8997214430032","2022-08-03 14:17:40","2022-08-03 14:17:40"
"53","3",NULL,"BIORE FF MILD SMOOTH 100 ML","8992727006323","2022-08-03 14:17:40","2022-08-03 14:17:40"
"54","5",NULL,"DODO BOTLE NIPPLE CLEANING","8994064111012","2022-08-03 14:17:40","2022-08-03 14:17:40"
"55","5",NULL,"DODO SPONGE BRUSH BUSA","8994064112255","2022-08-03 14:17:40","2022-08-03 14:17:40"
"56","5",NULL,"DODO WATER TEETHER","8994064110664","2022-08-03 14:17:40","2022-08-03 14:17:40"
"57","2",NULL,"QUEEN PENCUCI PIRING HIJAU 250 ML","899202201","2022-08-03 14:17:40","2022-08-03 14:17:40"
"58","2",NULL,"QUEEN PENCUCI PIRING BIRU 250 ML","899202202","2022-08-03 14:17:40","2022-08-03 14:17:40"
"59","2",NULL,"BIO + JERUK NIPIS 60 ML","8997204304299","2022-08-03 14:17:40","2022-08-03 14:17:40"
"60","2",NULL,"LN CLEAN 480 ML BTL","899202203","2022-08-03 14:17:40","2022-08-03 14:17:40"
"61","2",NULL,"MAMA LEMON BTL 400 ML","8998866182171","2022-08-03 14:17:40","2022-08-03 14:17:40"
"62","2",NULL,"MAMA LIME POWER STAIN ALL IN 1 BTL 500 GR","8998866106207","2022-08-03 14:17:40","2022-08-03 14:17:40"
"63","3",NULL,"NIAGARA MINYAK ORANG ARING 40 ML","8997007400136","2022-08-03 14:17:40","2022-08-03 14:17:40"
"64","3",NULL,"NIAGARA MINYAK ORANG ARING 60 ML","8997007404158","2022-08-03 14:17:40","2022-08-03 14:17:40"
"65","3",NULL,"RHC POMADE 75 GR","8990090360011","2022-08-03 14:17:40","2022-08-03 14:17:40"
"66","3",NULL,"VIENNA GOATS MILK 250 G","8995026309997","2022-08-03 14:17:40","2022-08-03 14:17:40"
"67","3",NULL,"VIENNA BENGKOANG & MILK 250 G","8995026302240","2022-08-03 14:17:40","2022-08-03 14:17:40"
"68","3",NULL,"VIENNA COWS MILK 250 G","8994942003095","2022-08-03 14:17:40","2022-08-03 14:17:40"
"69","3",NULL,"PURBASARI LULUR PUTIH 235 G","8999225812500","2022-08-03 14:17:40","2022-08-03 14:17:40"
"70","3",NULL,"PURBASARI LULUR BENGKOANG 235 G","8999225783152","2022-08-03 14:17:40","2022-08-03 14:17:40"
"71","3",NULL,"PURBASARI LULUR 125 G","8999225783732","2022-08-03 14:17:40","2022-08-03 14:17:40"
"72","3",NULL,"PANTENE SHP RAMBUT RUSAK 130 ML BTL","4902430400602","2022-08-03 14:17:40","2022-08-03 14:17:42"
"73","3",NULL,"PANTENE SHP DMR RAMBUT KERING 130 ML","4902430538602","2022-08-03 14:17:40","2022-08-03 14:17:40"
"74","3",NULL,"PANTENE SHP ANTI LEPEK 150 ML","4902430792196","2022-08-03 14:17:40","2022-08-03 14:17:40"
"75","3",NULL,"EMERON SHP ANTI DANDRUF 170 ML","8998866103121","2022-08-03 14:17:40","2022-08-03 14:17:40"
"76","3",NULL,"DOVE SHP HIJAB NATURAL & HITAM PANJANG ANTI KETOMBE 135 ML","8999999576639","2022-08-03 14:17:40","2022-08-03 14:17:40"
"77","3",NULL,"REJOICE SHP ANTI KETOMBE 150 ML BTL","4902430429375","2022-08-03 14:17:40","2022-08-03 14:17:42"
"78","3",NULL,"REJOICE SHP RICH SOFT SMOOTH  150 ML","4902430428316","2022-08-03 14:17:40","2022-08-03 14:17:40"
"79","3",NULL,"REJOICE SHP KOREAN JEJU","4987176064639","2022-08-03 14:17:40","2022-08-03 14:17:40"
"80","3",NULL,"SUNSILK SHP SOFT & SMOOTH 160 ML BTL","8999999048235","2022-08-03 14:17:40","2022-08-03 14:17:42"
"81","3",NULL,"EMERON HAIR VITAMIN RAMBUT RUSAK  6'S","8998866107051","2022-08-03 14:17:40","2022-08-03 14:17:40"
"82","3",NULL,"EMERON HAIR VITAMIN RAMBUT KASAR 6'S","8998866107044","2022-08-03 14:17:40","2022-08-03 14:17:40"
"83","3",NULL,"ELLIPS HAIR VITAMIN TREATMENT","8993417200021","2022-08-03 14:17:40","2022-08-03 14:17:40"
"84","3",NULL,"ELLIPS HAIR VITAMIN NUTRI COLOR","8993417200038","2022-08-03 14:17:40","2022-08-03 14:17:40"
"85","3",NULL,"ELLIPS HV NOURISH & PROTECT","8993417303012","2022-08-03 14:17:40","2022-08-03 14:17:40"
"86","3",NULL,"MAKARIZO HE OLIVE EXTRACT 30 ML","800142384651","2022-08-03 14:17:40","2022-08-03 14:17:40"
"87","3",NULL,"MIRANDA HV ARGAN DAMAGE HAIR","8997016375098","2022-08-03 14:17:40","2022-08-03 14:17:40"
"88","3",NULL,"MEDICARE SOAP BLACK 90 G","8993379260026","2022-08-03 14:17:40","2022-08-03 14:17:40"
"89","3",NULL,"MEDICARE SOAP DARK BLUE 90 G","8993379121211","2022-08-03 14:17:40","2022-08-03 14:17:40"
"90","3",NULL,"MEDICARE SOAP LIGHT BLUE 90 G","8993379260804","2022-08-03 14:17:40","2022-08-03 14:17:40"
"91","3",NULL,"PURBASARI SABUN ANTIBAKTERI 90 G","8999225909934","2022-08-03 14:17:40","2022-08-03 14:17:40"
"92","3",NULL,"VIENNA GOATS MILK SOAP 90 G","8995026305029","2022-08-03 14:17:40","2022-08-03 14:17:40"
"93","3",NULL,"CAREX HANDWASH SENSITIVE 200 ML","8998103010816","2022-08-03 14:17:40","2022-08-03 14:17:40"
"94","3",NULL,"CAREX HANDWASH ALOE VERA 200 ML","8998103010809","2022-08-03 14:17:40","2022-08-03 14:17:40"
"95","3",NULL,"SENSODYNE MULTI ACTION 100 G","8992695744067","2022-08-03 14:17:40","2022-08-03 14:17:40"
"96","3",NULL,"Sensodyne PG Gentle Whitening 100gr","8992695724069","2022-08-03 14:17:40","2022-08-03 14:17:42"
"97","3",NULL,"Sensodyne PG Original 100gr","9310042627501","2022-08-03 14:17:40","2022-08-03 14:17:42"
"98","3",NULL,"FORMULA PG STRONG 160 G","8991102101837","2022-08-03 14:17:40","2022-08-03 14:17:40"
"99","3",NULL,"FORMULA PG CHARCOAL 160 G","8991102100106","2022-08-03 14:17:40","2022-08-03 14:17:40"
"100","3",NULL,"BIORE MENS BF HYEGEIENIC ENERGY 250 ML","8992727003827","2022-08-03 14:17:40","2022-08-03 14:17:40"
"101","3",NULL,"SHINZUI BW KIREI BTL  250 ML","8992946519376","2022-08-03 14:17:40","2022-08-03 14:17:40"
"102","3",NULL,"SHINZUI BL HANA BTL 250 ML","8992946518812","2022-08-03 14:17:40","2022-08-03 14:17:40"
"103","3",NULL,"SLEEK HW APPLE 400 ML","8993417260216","2022-08-03 14:17:40","2022-08-03 14:17:40"
"104","3",NULL,"SLEEK HW LEMON 400 ML","8993417260223","2022-08-03 14:17:40","2022-08-03 14:17:40"
"105","3",NULL,"SLEEK HW STRAWBERRY 400 ML","8993417260230","2022-08-03 14:17:40","2022-08-03 14:17:40"
"106","3",NULL,"QUICK'N FRESH HW STRW 500 ML","8990090401868","2022-08-03 14:17:40","2022-08-03 14:17:40"
"107","3",NULL,"DFENZ HS 500 ML","9555630506886","2022-08-03 14:17:40","2022-08-03 14:17:40"
"108","3",NULL,"INSTANCE HS LIQUID 100 ML","8993417096228","2022-08-03 14:17:40","2022-08-03 14:17:40"
"109","3",NULL,"PRIMA PROTECT HS 50 ML","8991102001113","2022-08-03 14:17:40","2022-08-03 14:17:40"
"110","3",NULL,"PRIMA PROTECT HW 240 ML","8991102000901","2022-08-03 14:17:40","2022-08-03 14:17:40"
"111","3",NULL,"BIORE GUARD HW EUCALYPTUS SCENT 200 ML","8992727008143","2022-08-03 14:17:40","2022-08-03 14:17:40"
"112","3",NULL,"ZEN ANTISEPTIC HS 50 ML","8992946531897","2022-08-03 14:17:40","2022-08-03 14:17:40"
"113","3",NULL,"ORIGITA ANTISEPTIC 95 ML","8999225910251","2022-08-03 14:17:40","2022-08-03 14:17:40"
"114","2",NULL,"KIT SHAMPOO MOTOR SCT 15 ML","8992779266003","2022-08-03 14:17:40","2022-08-03 14:17:40"
"115","2",NULL,"KIT BLACLK MAGIC TIRE GEL 200 ML","8992779281204","2022-08-03 14:17:40","2022-08-03 14:17:40"
"116","2",NULL,"KIT CHAIN LUBE 110 ML","8992779289101","2022-08-03 14:17:40","2022-08-03 14:17:40"
"117","2",NULL,"KIT MULTI GUNA SPRAY 100 ML","8992779269103","2022-08-03 14:17:40","2022-08-03 14:17:40"
"118","2",NULL,"KIT MULTI GUNA REFFIL 100 ML","8992779269905","2022-08-03 14:17:40","2022-08-03 14:17:40"
"119","2",NULL,"KIT MULTI GUNA SCT 25 ML","8992779269202","2022-08-03 14:17:40","2022-08-03 14:17:40"
"120","2",NULL,"KIT PASTE WAX 60 G","8992779261800","2022-08-03 14:17:40","2022-08-03 14:17:40"
"121","5",NULL,"CUSSONS SHP ALMOND 100 ML","8888103004390","2022-08-03 14:17:40","2022-08-03 14:17:40"
"122","5",NULL,"CUSSONS SHP AVOCADO 50ML","8888103203014","2022-08-03 14:17:40","2022-08-03 14:17:42"
"123","5",NULL,"CUSSONS SHP COCONUT 100 ML","8998103011349","2022-08-03 14:17:40","2022-08-03 14:17:40"
"124","5",NULL,"CUSSONS SHP CANDLE NUT 100 ML","8998103011325","2022-08-03 14:17:40","2022-08-03 14:17:40"
"125","5",NULL,"CUSSONS KIDS SHP&CON BS 100 ML","8998103015415","2022-08-03 14:17:40","2022-08-03 14:17:40"
"126","3",NULL,"CUSSONS BW SOFT & SMOOTH 75 G","8998103000534","2022-08-03 14:17:40","2022-08-03 14:17:42"
"127","3",NULL,"CUSSONS BW MILD & GENTLE 75 G","8888103200013","2022-08-03 14:17:40","2022-08-03 14:17:42"
"128","5",NULL,"CUSSONS KIDS SHP & CON FN 100 ML","8998103017495","2022-08-03 14:17:40","2022-08-03 14:17:40"
"129","5",NULL,"JOHNSONS BABY BATH 100 ML","9556006060193","2022-08-03 14:17:40","2022-08-03 14:17:40"
"130","5",NULL,"JOHNSONS BABY SHP 100 ML","8991111102603","2022-08-03 14:17:40","2022-08-03 14:17:40"
"131","5",NULL,"B&B SHP & CON SCT 10 ML","8993417500916","2022-08-03 14:17:40","2022-08-03 14:17:40"
"132","3",NULL,"YURI HW GRAPE 410 ML","8886030223839","2022-08-03 14:17:40","2022-08-03 14:17:40"
"133","3",NULL,"YURI HW LEMON 410 ML","8886030223846","2022-08-03 14:17:40","2022-08-03 14:17:40"
"134","3",NULL,"YURI HW STW 410 ML","8886030223860","2022-08-03 14:17:40","2022-08-03 14:17:40"
"135","5",NULL,"DEE - DEE SHP ORANGE 250 ML","8886030562938","2022-08-03 14:17:40","2022-08-03 14:17:40"
"136","5",NULL,"DEE - DEE SHP APPLE 250 ML","8886030562815","2022-08-03 14:17:40","2022-08-03 14:17:40"
"137","5",NULL,"DEE - DEE PWD STW 45  G","8886030641947","2022-08-03 14:17:40","2022-08-03 14:17:40"
"138","5",NULL,"DEE - DEE PWD STW 150 G","8886030642944","2022-08-03 14:17:40","2022-08-03 14:17:40"
"139","5",NULL,"DEE - DEE PWD APPLE 150","8886030642913","2022-08-03 14:17:40","2022-08-03 14:17:40"
"140","5",NULL,"DEE - DEE PWD ORANGE 45 G","8886030641930","2022-08-03 14:17:40","2022-08-03 14:17:40"
"141","5",NULL,"DEE - DEE FW ORANGE 50 G","8886030621932","2022-08-03 14:17:40","2022-08-03 14:17:40"
"142","5",NULL,"DEE - DEE SHP GRAPE 200 ML","8886030569920","2022-08-03 14:17:40","2022-08-03 14:17:40"
"143","5",NULL,"DEE - DEE SHP STW 200 ML","8886030569944","2022-08-03 14:17:40","2022-08-03 14:17:40"
"144","5",NULL,"DEE - DEE SHP ORANGE 200 ML","8886030569937","2022-08-03 14:17:40","2022-08-03 14:17:40"
"145","5",NULL,"DEE - DEE SHP APPLE 200 ML","8886030569913","2022-08-03 14:17:40","2022-08-03 14:17:40"
"146","2",NULL,"YURI PORSTEX UNGU 1000 ML","8886030323805","2022-08-03 14:17:40","2022-08-03 14:17:40"
"147","2",NULL,"YURI PORSTEX KLOSET 500 ML","8886030322709","2022-08-03 14:17:40","2022-08-03 14:17:40"
"148","2",NULL,"YURI PORSTEX REGULAR OCEAN BLUE 700 ML","8886030633904","2022-08-03 14:17:40","2022-08-03 14:17:40"
"149","2",NULL,"YURI PORSTEX REGULAR LILAC FRESH 700 ML","8886030633805","2022-08-03 14:17:40","2022-08-03 14:17:40"
"150","2",NULL,"KISPRAY SEGERIS 318 ML","8992772195010","2022-08-03 14:17:40","2022-08-03 14:17:40"
"151","2",NULL,"KISPRAY BLUISH BTL 318ML","8992772195058","2022-08-03 14:17:40","2022-08-03 14:17:41"
"152","2",NULL,"KISPRAY AMORIS REFFIL","8992772193054","2022-08-03 14:17:40","2022-08-03 14:17:40"
"153","2",NULL,"AIR WICK FRESH WATERS 70 G","8993560069094","2022-08-03 14:17:40","2022-08-03 14:17:40"
"154","2",NULL,"AIR WICK LAVENDER MEADOW 70 G","8993560069087","2022-08-03 14:17:40","2022-08-03 14:17:40"
"155","2",NULL,"VAPE LIQUID ELECTRIK SET FRUITY FRESH 45 ML","8992857080132","2022-08-03 14:17:40","2022-08-03 14:17:40"
"156","2",NULL,"VAPE LIQUID REFF  FRUITY FRESH 45 ML","8992857070126","2022-08-03 14:17:40","2022-08-03 14:17:40"
"157","2",NULL,"VAPE LIQUID REFF SAKURA 45 ML","8992857130325","2022-08-03 14:17:40","2022-08-03 14:17:40"
"158","2",NULL,"VAPE LIQUID REFF ORANGE 45 ML","8992857130646","2022-08-03 14:17:40","2022-08-03 14:17:40"
"159","2",NULL,"VAPE ONE PUSH PURPLE ORCHID 10 ML","8992857130219","2022-08-03 14:17:40","2022-08-03 14:17:40"
"160","2",NULL,"VAPE ONE PUSH SAKURA 10 ML","8992857130202","2022-08-03 14:17:40","2022-08-03 14:17:40"
"161","2",NULL,"VAPE ONE PUSH LEMON 10 ML","8992857020558","2022-08-03 14:17:40","2022-08-03 14:17:40"
"162","2",NULL,"VAPE ONE PUSH ORANGE 10 ML","8992857020534","2022-08-03 14:17:40","2022-08-03 14:17:40"
"163","2",NULL,"VAPE MAT BLOOM FLORAL 21'S","8992857050128","2022-08-03 14:17:40","2022-08-03 14:17:40"
"164","2",NULL,"VAPE MAT LAVENDER 21'S","8992857050173","2022-08-03 14:17:40","2022-08-03 14:17:40"
"165","2",NULL,"VAPE BAKAR HITAM  5'S","8992857130707","2022-08-03 14:17:40","2022-08-03 14:17:40"
"166","2",NULL,"VAPE BAKAR HIJAU  5'S","8992857010528","2022-08-03 14:17:40","2022-08-03 14:17:40"
"167","2",NULL,"BAYGON LE LAVENDER 22 ML","8998899995519","2022-08-03 14:17:40","2022-08-03 14:17:40"
"168","2",NULL,"BAYGON LE ORANGE BLOSSOM 22 ML","8998899995526","2022-08-03 14:17:40","2022-08-03 14:17:40"
"169","2",NULL,"BAYGON LE SILKY JASMINE 22 ML","8998899994802","2022-08-03 14:17:40","2022-08-03 14:17:40"
"170","2",NULL,"BAYGON LE SILKY ORG 22 ML","8998899001401","2022-08-03 14:17:40","2022-08-03 14:17:40"
"171","2",NULL,"BAYGON BAKAR HITAM 10 JAM 5'S","8998899995670","2022-08-03 14:17:40","2022-08-03 14:17:40"
"172","2",NULL,"BAYGON MAX MERAH ISI 5 PASANG","8998899001920","2022-08-03 14:17:40","2022-08-03 14:17:41"
"173","2",NULL,"BAYGON MAX BAKAR LAVENDER 10 JAM 5'S","8998899001623","2022-08-03 14:17:40","2022-08-03 14:17:40"
"174","2",NULL,"BAYGON MAX HIJAU ISI 5 PASANG","8998899001579","2022-08-03 14:17:40","2022-08-03 14:17:41"
"175","2",NULL,"BAYGON MAX HIJAU 8 JAM ISI 5 PASANG","8998899001500","2022-08-03 14:17:40","2022-08-03 14:17:41"
"176","5",NULL,"KODOMO BODY WASH ORANGE 200 ML","8998866105255","2022-08-03 14:17:40","2022-08-03 14:17:40"
"177","5",NULL,"KODOMO SHP&CON STRW 200 ML","8998866105286","2022-08-03 14:17:40","2022-08-03 14:17:40"
"178","5",NULL,"KODOMO SHP&CON CHERRY 200 ML","8998866107815","2022-08-03 14:17:40","2022-08-03 14:17:40"
"179","5",NULL,"KODOMO SHP&CON ORANGE 200 ML","8998866105279","2022-08-03 14:17:40","2022-08-03 14:17:40"
"180","5",NULL,"RELIABLE EMPENG TULIP","2391852988362","2022-08-03 14:17:40","2022-08-03 14:17:40"
"181","5",NULL,"RELIABLE SIKAT LIDAH","4391852988384","2022-08-03 14:17:40","2022-08-03 14:17:40"
"182","5",NULL,"RELIABLE NASAL ASPIRATOR","4391852988155","2022-08-03 14:17:40","2022-08-03 14:17:40"
"183","5",NULL,"RELIABLE WATER FILLED TEETHER","4391852988117","2022-08-03 14:17:40","2022-08-03 14:17:40"
"184","5",NULL,"RELIABLE TEMPAT BEDAK SINGLE 10,500","5391852955002","2022-08-03 14:17:40","2022-08-03 14:17:40"
"185","5",NULL,"RELIABLE TEMPAT BEDAK RTB-100","5391852951004","2022-08-03 14:17:40","2022-08-03 14:17:40"
"186","5",NULL,"RELIABLE TEMPAT BEDAK RTB-200","5391852952001","2022-08-03 14:17:40","2022-08-03 14:17:40"
"187","5",NULL,"DODO POT BEDAK 2 IN 1 LOVE","8994064113023","2022-08-03 14:17:40","2022-08-03 14:17:40"
"188","5",NULL,"DODO POT BEDAK 2 IN 1 PEANUT","8994064113030","2022-08-03 14:17:40","2022-08-03 14:17:40"
"189","5",NULL,"DODD POT BEDAK 2 IN 1 008","8994064111814","2022-08-03 14:17:40","2022-08-03 14:17:40"
"190","5",NULL,"NINIO POWDER CASE TWIN PINK","899202204","2022-08-03 14:17:40","2022-08-03 14:17:40"
"191","5",NULL,"NINIO POWDER PUFF 6031","8992738163015","2022-08-03 14:17:40","2022-08-03 14:17:40"
"192","5",NULL,"DODO POWDER PUFF 009","8994064112163","2022-08-03 14:17:40","2022-08-03 14:17:40"
"193","5",NULL,"DODO PUFF BEDAK PITA 048","8994064113078","2022-08-03 14:17:40","2022-08-03 14:17:40"
"194","5",NULL,"DODO SILICON TEETHER  006","8994064111739","2022-08-03 14:17:40","2022-08-03 14:17:40"
"195","5",NULL,"ESKULIN KIDS SHP&CON DONAL LYCHEE 200 ML","8993417390227","2022-08-03 14:17:40","2022-08-03 14:17:40"
"196","5",NULL,"B&B SHP &CON POWERPUFF GIRLS ORANGE 200 ML","8993417170232","2022-08-03 14:17:40","2022-08-03 14:17:40"
"197","5",NULL,"ZWITSAL KIDS SHP&CON NATURAL 180 ML","8999999552480","2022-08-03 14:17:40","2022-08-03 14:17:40"
"198","5",NULL,"ZWITSAL KIDS SHP&CON CLEAN FRESH 180 ML","8999999552497","2022-08-03 14:17:40","2022-08-03 14:17:40"
"199","5",NULL,"ZWITSAL BABY SHP ALOE,KEMIRI 300 ML","8992694246364","2022-08-03 14:17:40","2022-08-03 14:17:40"
"200","5",NULL,"ZWITSAL BABY HAIR LOTION ALOE VERA 200 ML","8992694246173","2022-08-03 14:17:40","2022-08-03 14:17:40"
"201","5",NULL,"RELIABLE PERISTALTIC NIPPLE XL","2391852988546","2022-08-03 14:17:40","2022-08-03 14:17:40"
"202","3",NULL,"SLEEK FOAMY HW CARING BTL 250 ML","8993417263231","2022-08-03 14:17:40","2022-08-03 14:17:40"
"203","3",NULL,"SLEEK FOAMY HW REFRESHING 250 ML","8993417263217","2022-08-03 14:17:40","2022-08-03 14:17:40"
"204","3",NULL,"SLEEK FOAMY HW SOOTHING 250 ML","8993417263224","2022-08-03 14:17:40","2022-08-03 14:17:40"
"205","5",NULL,"CUSSONS BABY DOT BTL 250 ML","8998103101231","2022-08-03 14:17:40","2022-08-03 14:17:40"
"206","5",NULL,"CUSSONS BABY DOT BTL 125 ML","8998103101224","2022-08-03 14:17:40","2022-08-03 14:17:40"
"207","5",NULL,"CUSSONS BABY DOT BTL 60 ML","8998103101217","2022-08-03 14:17:40","2022-08-03 14:17:40"
"208","5",NULL,"RELIABLE DOT 250 ML","8391852988502","2022-08-03 14:17:40","2022-08-03 14:17:40"
"209","5",NULL,"RELIABLE DOT 125 ML","8391852988601","2022-08-03 14:17:40","2022-08-03 14:17:40"
"210","5",NULL,"RELIABLE DOT 60 ML","8391852988724","2022-08-03 14:17:40","2022-08-03 14:17:40"
"211","5",NULL,"DODO DOT BTL 250 ML","8994064112637","2022-08-03 14:17:40","2022-08-03 14:17:40"
"212","5",NULL,"SUMO DOT BTL 120 ML","8992738820062","2022-08-03 14:17:40","2022-08-03 14:17:40"
"213","5",NULL,"SUMO DOT BTL 50 ML","8992738830061","2022-08-03 14:17:40","2022-08-03 14:17:40"
"214","5",NULL,"DODO BREAST PUMP","8994064110565","2022-08-03 14:17:40","2022-08-03 14:17:40"
"215","5",NULL,"NINIO DOT BTL 2002 120 ML","8992738820024","2022-08-03 14:17:40","2022-08-03 14:17:40"
"216","5",NULL,"NINIO DOT BTL 1002 240 ML","8992738810025","2022-08-03 14:17:40","2022-08-03 14:17:40"
